run_timestamp,page,stage,start_time,end_time,duration,cpu_avg,ram_avg,ram_avg_GB,gpu_util_avg,gpu_mem_avg
2025-08-06T12:01:45.377324,1,OCR,2025-08-06T12:01:46.986776,2025-08-06T12:04:48.730537,181.7,56.36,13215.0,12.91,0,0
2025-08-06T12:01:45.377324,1,LLM,2025-08-06T12:04:48.749597,2025-08-06T12:05:44.930233,56.2,30.87,14869.5,14.52,0,0
2025-08-06T12:01:45.377324,1,Automation,2025-08-06T12:05:44.933225,2025-08-06T12:07:01.338418,76.4,25.81,14989.2,14.64,0,0
2025-08-06T12:01:45.377324,2,OCR,2025-08-06T12:07:01.559635,2025-08-06T12:10:00.028884,178.5,62.21,12808.8,12.51,0,0
2025-08-06T12:01:45.377324,2,LLM,2025-08-06T12:10:00.040205,2025-08-06T12:10:54.663679,54.6,28.28,14172.7,13.84,0,0
2025-08-06T12:01:45.377324,2,Automation,2025-08-06T12:10:54.666679,2025-08-06T12:11:58.383827,63.7,18.05,14698.6,14.35,0,0
,,,,Total Time in mins,10.2,,,,,
